date,latitude,longitude,NDWI,chlorophyll_index,turbidity_index,temperature_surface,station_id
2018-12-29,43.838487,80.6666489,-0.0861855670103092,1.0866425992779782,481600.0,,1
2019-01-03,43.838487,80.6666489,-0.0635335073977371,1.117719950433705,721600.0,,1
2019-01-08,43.838487,80.6666489,0.0054824561403508,1.0588876772082878,97100.0,,1
2019-01-10,43.838487,80.6666489,-0.0864025943942552,1.0581473968897903,626000.0,,1
2019-01-18,43.838487,80.6666489,0.0006108735491753,1.028083028083028,168400.0,,1
2019-01-20,43.838487,80.6666489,-0.0754529165837149,1.08656330749354,252300.0,,1
2019-01-25,43.838487,80.6666489,0.0537436839687643,0.9899738448125543,227100.0,,1
2019-02-02,43.838487,80.6666489,-0.0691244239631336,1.0415841584158416,210400.0,,1
2019-02-04,43.838487,80.6666489,0.0257731958762886,1.1076812634601578,154300.0,,1
2019-02-07,43.838487,80.6666489,0.0734042553191489,0.9345887016848364,188600.0,,1
2019-02-09,43.838487,80.6666489,0.0009502692429521,0.9924050632911392,156800.0,,1
2019-02-14,43.838487,80.6666489,0.0776758409785932,0.9432463110102156,166200.0,,1
2019-02-22,43.838487,80.6666489,-0.0500229463056447,1.0541062801932368,436400.0,,1
2019-02-27,43.838487,80.6666489,0.0750193348801237,1.0820143884892086,150400.0,,1
2019-03-06,43.838487,80.6666489,0.1222147197839297,1.0348977135980746,172000.0,,1
2019-03-09,43.838487,80.6666489,-0.0385852090032154,1.2374581939799332,111000.0,,1
2019-03-14,43.838487,80.6666489,-0.1052631578947368,1.2040050062578225,96200.0,,1
2019-03-16,43.838487,80.6666489,0.087857847976308,1.0653357531760437,117400.0,,1
2019-03-19,43.838487,80.6666489,-0.075429424943988,1.1130856219709209,137800.0,,1
2019-03-21,43.838487,80.6666489,-0.0511247443762781,1.1293103448275863,104800.0,,1
2019-03-26,43.838487,80.6666489,-0.0467872738615096,1.219895287958115,93200.0,,1
2019-03-29,43.838487,80.6666489,-0.1191391237509608,1.0986038394415358,251800.0,,1
2019-04-03,43.838487,80.6666489,-0.2449888641425389,1.3112094395280236,88900.0,,1
2019-04-05,43.838487,80.6666489,0.0060024009603841,1.2124105011933175,101600.0,,1
2019-04-08,43.838487,80.6666489,-0.1461988304093567,1.307596513075965,105000.0,,1
2019-04-13,43.838487,80.6666489,-0.3319502074688796,1.2468944099378882,80300.0,,1
2019-04-15,43.838487,80.6666489,-0.1609383524277141,1.1963589076723018,92000.0,,1
2019-04-18,43.838487,80.6666489,-0.1973273942093541,1.1942286348501665,107600.0,,1
2019-04-23,43.838487,80.6666489,-0.3913690476190476,1.0904645476772616,89200.0,,1
2019-04-28,43.838487,80.6666489,-0.2230014025245441,1.2166064981949458,134800.0,,1
2019-05-08,43.838487,80.6666489,0.0115546218487394,1.2045690550363448,116000.0,,1
2019-05-10,43.838487,80.6666489,-0.1390374331550802,1.113871635610766,107600.0,,1
2019-05-13,43.838487,80.6666489,-0.3553719008264462,1.0744810744810744,88000.0,,1
2019-05-15,43.838487,80.6666489,-0.0378310214375788,1.18086500655308,90100.0,,1
2019-05-18,43.838487,80.6666489,-0.1704433497536945,1.1258907363420427,94800.0,,1
2019-05-20,43.838487,80.6666489,-0.3307955843167111,0.9863481228668942,86700.0,,1
2019-05-28,43.838487,80.6666489,-0.1324444444444444,1.1270491803278688,110000.0,,1
2019-05-30,43.838487,80.6666489,-0.3479359730412805,1.065891472868217,82500.0,,1
2019-06-07,43.838487,80.6666489,-0.2824427480916031,1.3502454991816697,165000.0,,1
2019-06-09,43.838487,80.6666489,-0.1688195991091314,1.1789924973204715,110000.0,,1
2019-06-14,43.838487,80.6666489,-0.2790793259350596,1.155074116305587,101300.0,,1
2019-06-17,43.838487,80.6666489,-0.4219910846953937,1.205655526992288,93800.0,,1
2019-06-22,43.838487,80.6666489,-0.2244897959183673,1.1040100250626566,88100.0,,1
2019-06-24,43.838487,80.6666489,-0.2622641509433962,1.1994884910485937,93800.0,,1
2019-06-27,43.838487,80.6666489,-0.4167064439140811,1.034369885433715,63200.0,,1
2019-06-29,43.838487,80.6666489,-0.1049163710086163,0.8844847112117781,78100.0,,1
2019-07-02,43.838487,80.6666489,-0.2783715012722646,0.8039492242595204,57000.0,,1
2019-07-09,43.838487,80.6666489,-0.268041237113402,0.7704225352112676,54700.0,,1
2019-07-12,43.838487,80.6666489,-0.3490725126475548,0.9041450777202072,69800.0,,1
2019-07-17,43.838487,80.6666489,-0.2702056432329029,0.6920052424639581,52800.0,,1
2019-07-19,43.838487,80.6666489,-0.143342776203966,0.8386243386243386,63400.0,,1
2019-07-22,43.838487,80.6666489,-0.0263157894736842,0.7767332549941246,66100.0,,1
2019-07-24,43.838487,80.6666489,-0.0679611650485436,0.8229166666666666,71100.0,,1
2019-08-01,43.838487,80.6666489,-0.1735922330097087,0.99906015037594,212600.0,,1
2019-08-03,43.838487,80.6666489,0.0459693537641572,0.7834394904458599,61500.0,,1
2019-08-06,43.838487,80.6666489,-0.3830010493179433,0.814625850340136,47900.0,,1
2019-08-08,43.838487,80.6666489,-0.4351013367830961,0.8656488549618321,56700.0,,1
2019-08-11,43.838487,80.6666489,-0.3858424725822532,0.7516233766233766,46300.0,,1
2019-08-13,43.838487,80.6666489,-0.1489855072463768,0.7697547683923706,56500.0,,1
2019-08-18,43.838487,80.6666489,-0.3544401544401544,1.1279904306220097,94300.0,,1
2019-08-21,43.838487,80.6666489,-0.3645933014354067,1.0030120481927711,66600.0,,1
2019-08-23,43.838487,80.6666489,-0.1179487179487179,1.1523255813953488,99100.0,,1
2019-08-26,43.838487,80.6666489,-0.0578297595841455,1.0951724137931034,79400.0,,1
2019-08-31,43.838487,80.6666489,-0.2961971076593465,1.0076103500761036,66200.0,,1
2019-09-05,43.838487,80.6666489,-0.0105820105820105,0.856951871657754,64100.0,,1
2019-09-07,43.838487,80.6666489,-0.1220423412204234,0.8865248226950354,62500.0,,1
2019-09-12,43.838487,80.6666489,-0.2407901761879338,1.0351617440225036,73600.0,,1
2019-09-15,43.838487,80.6666489,-0.3139393939393939,0.8957597173144877,50700.0,,1
2019-09-17,43.838487,80.6666489,-0.176954732510288,0.9885714285714284,69200.0,,1
2019-09-20,43.838487,80.6666489,-0.1268138801261829,0.9277456647398844,64200.0,,1
2019-09-22,43.838487,80.6666489,-0.1273677335075114,1.002994011976048,67000.0,,1
2019-09-25,43.838487,80.6666489,-0.2827140549273021,0.980855855855856,87100.0,,1
2019-09-27,43.838487,80.6666489,-0.1752165223184543,0.9676898222940228,119800.0,,1
2019-10-07,43.838487,80.6666489,-0.1894225580140313,1.0239680426098536,76900.0,,1
2019-10-17,43.838487,80.6666489,-0.2084857351865398,1.0,54100.0,,1
2019-10-20,43.838487,80.6666489,-0.3097781429745275,1.1047619047619048,46400.0,,1
2019-10-22,43.838487,80.6666489,0.0503282275711159,0.9375,67500.0,,1
2019-10-25,43.838487,80.6666489,-0.2508884150675195,0.9943074003795066,52400.0,,1
2019-10-27,43.838487,80.6666489,0.1098376313276026,0.8485370051635112,49300.0,,1
2019-10-30,43.838487,80.6666489,-0.0793650793650793,0.975095785440613,50900.0,,1
2019-11-01,43.838487,80.6666489,-0.0928641251221896,0.9008620689655172,41800.0,,1
2019-11-04,43.838487,80.6666489,-0.2288401253918495,1.1402439024390243,56100.0,,1
2019-11-09,43.838487,80.6666489,-0.090203685741998,1.091684434968017,51200.0,,1
2019-11-14,43.838487,80.6666489,-0.0990990990990991,1.0327272727272727,56800.0,,1
2019-12-01,43.838487,80.6666489,-0.0815390045887751,1.059185242121445,551200.0,,1
2019-12-04,43.838487,80.6666489,-0.6119402985074627,1.8875739644970413,31900.0,,1
2019-12-16,43.838487,80.6666489,0.0033320992225101,0.9918819188191882,537600.0,,1
2019-12-26,43.838487,80.6666489,-0.0213795885437676,1.0733718054410553,130200.0,,1
2020-01-05,43.838487,80.6666489,-0.0113881194213604,1.060398505603985,170300.0,,1
2020-01-18,43.838487,80.6666489,-0.0169181527206218,0.9944186046511628,427600.0,,1
2020-01-23,43.838487,80.6666489,0.0083507306889352,0.984126984126984,285200.0,,1
2020-02-02,43.838487,80.6666489,0.0062222222222222,1.004416961130742,227400.0,,1
2020-02-07,43.838487,80.6666489,-0.0057193136823581,1.0008849557522124,226200.0,,1
2020-02-19,43.838487,80.6666489,0.054759390556645,0.9390732265446224,328300.0,,1
2020-02-22,43.838487,80.6666489,0.1318267419962335,0.9309484193011648,223800.0,,1
2020-02-29,43.838487,80.6666489,0.1123595505617977,0.8636363636363636,51300.0,,1
2020-03-03,43.838487,80.6666489,0.0295302013422818,0.8904823989569752,68300.0,,1
2020-03-05,43.838487,80.6666489,-0.0964912280701754,1.1054091539528432,79700.0,,1
2020-03-08,43.838487,80.6666489,-0.2177055103884372,1.1685912240184757,50600.0,,1
2020-03-10,43.838487,80.6666489,0.0174110522331567,0.8422619047619048,56600.0,,1
2020-03-13,43.838487,80.6666489,-0.0389830508474576,1.0440917107583774,118400.0,,1
2020-03-15,43.838487,80.6666489,0.0039615166949632,0.9819616685456596,87100.0,,1
2020-03-20,43.838487,80.6666489,-0.0614962788875832,1.0141903171953257,486000.0,,1
2020-03-25,43.838487,80.6666489,-0.0070921985815602,1.0666666666666669,89600.0,,1
2020-03-30,43.838487,80.6666489,-0.0066815144766146,0.8804185351270553,58900.0,,1
2020-04-07,43.838487,80.6666489,-0.156578947368421,1.062402496099844,68100.0,,1
2020-04-12,43.838487,80.6666489,-0.1456628477905073,0.9872286079182632,77300.0,,1
2020-04-17,43.838487,80.6666489,-0.1748128577719066,1.0138740661686232,95000.0,,1
2020-04-19,43.838487,80.6666489,-0.102127659574468,1.1563981042654028,97600.0,,1
2020-04-24,43.838487,80.6666489,-0.1060455896927651,0.8957871396895787,80800.0,,1
2020-05-07,43.838487,80.6666489,-0.3657195233730522,0.7904624277456648,54700.0,,1
2020-05-14,43.838487,80.6666489,-0.261617900172117,0.8811188811188811,75600.0,,1
2020-05-22,43.838487,80.6666489,-0.4113475177304964,0.9171686746987951,60900.0,,1
2020-05-24,43.838487,80.6666489,-0.306832298136646,0.921146953405018,102800.0,,1
2020-05-27,43.838487,80.6666489,-0.4055913978494623,0.8784370477568741,60700.0,,1
2020-05-29,43.838487,80.6666489,-0.3168796826795945,0.8503225806451613,65900.0,,1
2020-06-01,43.838487,80.6666489,-0.2805280528052805,0.8291284403669725,72300.0,,1
2020-06-06,43.838487,80.6666489,-0.381078691423519,1.002857142857143,70200.0,,1
2020-06-13,43.838487,80.6666489,-0.4420475319926873,1.0629095674967235,81100.0,,1
2020-06-21,43.838487,80.6666489,-0.4313476975073933,1.1292719167904903,76000.0,,1
2020-07-03,43.838487,80.6666489,-0.3044041450777202,1.0186219739292366,109400.0,,1
2020-07-08,43.838487,80.6666489,-0.3349149861605378,0.9607609988109392,80800.0,,1
2020-07-11,43.838487,80.6666489,-0.411584196394323,1.014341590612777,77800.0,,1
2020-07-13,43.838487,80.6666489,-0.4163208852005532,1.0154028436018958,85700.0,,1
2020-07-16,43.838487,80.6666489,-0.4472589792060491,1.0287277701778386,75200.0,,1
2020-07-21,43.838487,80.6666489,-0.3420245398773006,1.1142191142191142,95600.0,,1
2020-07-23,43.838487,80.6666489,-0.301404853128991,1.1023765996343693,120600.0,,1
2020-07-26,43.838487,80.6666489,-0.4693877551020408,1.1538461538461535,78000.0,,1
2020-08-05,43.838487,80.6666489,-0.4245134139926355,1.1773308957952469,64400.0,,1
2020-08-07,43.838487,80.6666489,-0.3657641119779715,1.0593342981186686,73200.0,,1
2020-08-12,43.838487,80.6666489,-0.3397870280735721,0.9486803519061584,64700.0,,1
2020-08-15,43.838487,80.6666489,-0.3524884556182657,1.057052297939778,66700.0,,1
2020-08-20,43.838487,80.6666489,-0.3490390576565406,0.9942857142857144,52200.0,,1
2020-08-22,43.838487,80.6666489,-0.3542116630669546,1.0819397993311035,64700.0,,1
2020-08-25,43.838487,80.6666489,-0.3797402597402597,0.9698492462311558,57900.0,,1
2020-08-30,43.838487,80.6666489,-0.2556260819388344,1.1193798449612402,72200.0,,1
2020-09-04,43.838487,80.6666489,-0.3740288568257491,1.1613475177304964,65500.0,,1
2020-09-06,43.838487,80.6666489,-0.1603399433427762,1.098515519568151,81400.0,,1
2020-09-09,43.838487,80.6666489,-0.1553191489361702,1.0037783375314862,79700.0,,1
2020-09-11,43.838487,80.6666489,-0.3990338164251207,1.0964630225080385,68200.0,,1
2020-09-14,43.838487,80.6666489,-0.4385781495033978,1.1843575418994414,63600.0,,1
2020-09-16,43.838487,80.6666489,-0.0786056049213944,1.0,67400.0,,1
2020-09-21,43.838487,80.6666489,-0.2596153846153846,1.1706864564007422,63100.0,,1
2020-09-26,43.838487,80.6666489,-0.2351485148514851,0.964401294498382,59600.0,,1
2020-09-29,43.838487,80.6666489,-0.3472137170851194,0.8968105065666041,47800.0,,1
2020-10-04,43.838487,80.6666489,-0.397563676633444,1.1341911764705883,61700.0,,1
2020-10-11,43.838487,80.6666489,-0.0895953757225433,0.8761904761904762,55200.0,,1
2020-10-14,43.838487,80.6666489,-0.2758860319666435,1.0403071017274472,54200.0,,1
2020-10-16,43.838487,80.6666489,-0.0579813886900501,0.8738601823708206,57500.0,,1
2020-10-19,43.838487,80.6666489,-0.0308123249299719,0.8554913294797688,44400.0,,1
2020-10-21,43.838487,80.6666489,-0.0706051873198847,0.9007751937984496,58100.0,,1
2020-10-26,43.838487,80.6666489,0.1379310344827586,0.9962121212121212,52600.0,,1
2020-10-31,43.838487,80.6666489,-0.1976251060220525,0.8266384778012685,39100.0,,1
2020-11-03,43.838487,80.6666489,-0.1569186875891583,0.9593908629441624,56700.0,,1
2020-11-08,43.838487,80.6666489,-0.179381443298969,0.8693467336683417,34600.0,,1
2020-12-18,43.838487,80.6666489,-0.0560593569661995,1.0611353711790392,243000.0,,1
2020-12-20,43.838487,80.6666489,0.0892900120336943,0.828988068935042,187600.0,,1
2021-01-12,43.838487,80.6666489,-0.1126050420168067,1.0871212121212122,57400.0,,1
2021-01-17,43.838487,80.6666489,-0.0775661867162099,1.0372608257804632,103000.0,,1
2021-01-19,43.838487,80.6666489,-0.0078478002378121,0.9956855225311602,207700.0,,1
2021-01-27,43.838487,80.6666489,-0.0037214247740563,0.967982924226254,362800.0,,1
2021-01-29,43.838487,80.6666489,0.0068386322735452,0.9632983794089608,404200.0,,1
2021-02-06,43.838487,80.6666489,-0.0145808019441069,1.00616522811344,326400.0,,1
2021-02-11,43.838487,80.6666489,-0.0078740157480314,1.0168067226890756,871200.0,,1
2021-02-16,43.838487,80.6666489,0.0090519294902334,1.0132200188857412,429200.0,,1
2021-02-18,43.838487,80.6666489,0.0370087752766119,1.0007358351729212,544000.0,,1
2021-02-28,43.838487,80.6666489,0.0388211958061773,0.9716312056737588,356200.0,,1
2021-03-18,43.838487,80.6666489,0.0137142857142857,0.9334836527621196,82800.0,,1
2021-04-04,43.838487,80.6666489,0.0327552986512524,1.0093283582089552,108200.0,,1
2021-04-09,43.838487,80.6666489,-0.023732470334412,1.0309392265193371,93300.0,,1
2021-04-12,43.838487,80.6666489,-0.048283885980221,1.0623471882640587,86900.0,,1
2021-04-14,43.838487,80.6666489,0.0623052959501557,1.04594330400782,107000.0,,1
2021-04-27,43.838487,80.6666489,-0.0393782383419689,1.011866235167206,93800.0,,1
2021-04-29,43.838487,80.6666489,0.055012853470437,0.9883040935672516,101400.0,,1
2021-05-02,43.838487,80.6666489,-0.2706480304955527,1.2102206736353078,104200.0,,1
2021-05-04,43.838487,80.6666489,-0.0531309297912713,1.1202404809619235,111800.0,,1
2021-05-09,43.838487,80.6666489,-0.1496913580246913,1.1923774954627948,131400.0,,1
2021-05-17,43.838487,80.6666489,-0.1486969851814001,0.9843937575030012,82000.0,,1
